Site,Plot,Tag,Extra_tag,Species_code,DBH_cm_2018,State_2018,Date_2018,DBH_cm_2019,State_2019,Date_2019,DBH_cm_2020,State_2020,Date_2020,Notes
SERC,LSHE,FG020317,,,5,Dead,5/23/2018,,Dead,5/31/2019,,Dead,4/20/2020,2020 not found
SERC,LSHE,FG020318,,QUAL,64,Alive,5/23/2018,63.9,Alive,5/31/2019,64.6,Alive,4/20/2020,BBL 5/23/2018: Nail very loose
SERC,LSHE,FG020320,,FAGR,4.1,Alive,5/23/2018,4.2,Alive,5/31/2019,4.2,Alive,4/20/2020,
BC,BC-02,1,,,17.3,Alive,6/26/2018,,,,,,,
BC,BC-02,2,,,95.7,Dead,6/26/2018,,,,,,,
BC,BC-02,3,,,25.4,Dead,6/26/2018,,,,,,,
BC,BC-02,4,,,10.7,Alive,6/26/2018,,,,,,,
BC,BC-02,5,,,12.5,Alive,6/26/2018,,,,,,,
BC,BC-02,6,,,31.5,Dead,6/26/2018,,,,,,,From same tree as 7 -SP
BC,BC-02,7,,,43.3,Dead,6/26/2018,,,,,,,From same tree as 6  -SP
BC,BC-02,8,,,34.8,Dead,6/26/2018,,,,,,,
BC,BC-02,9,,,8.1,Alive,6/26/2018,,,,,,,
BC,BC-02,10,,,8.9,Alive,6/26/2018,,,,,,,
BC,BC-02,11,,,37.2,Dead,6/26/2018,,,,,,,
BC,BC-02,12,,,14.9,Alive,6/26/2018,,,,,,,
BC,BC-02,13,,,101.9,Alive,6/26/2018,,,,,,,
BC,BC-02,14,,,19,Dead,6/26/2018,,,,,,,
BC,BC-02,15,,,65.1,Dead,6/26/2018,,,,,,,
BC,BC-02,16,,,92,Dead,6/26/2018,,,,,,,
BC,BC-02,17,,,16.7,Dead,6/26/2018,,,,,,,
BC,BC-02,18,,,9.7,Dead,6/26/2018,,,,,,,
BC,BC-02,19,,,53,Dead,6/26/2018,,,,,,,
BC,BC-05,20,,,35.5,Dead,6/26/2018,,,,,,,
BC,BC-05,21,,,29.9,Dead,6/26/2018,,,,,,,Hard to read entry - 29.9 or 29.1 - SP
BC,BC-05,22,,,218,Dead,6/26/2018,,,,,,,
BC,BC-05,23,,,74,Alive,6/26/2018,,,,,,,
BC,BC-05,27,,,62.3,Alive,6/26/2018,,,,,,,
BC,BC-05,24,,,50.4,Alive,6/26/2018,,,,,,,
BC,BC-05,26,,,17.6,Alive,6/26/2018,,,,,,,
BC,BC-05,28,,,10,Alive,6/26/2018,,,,,,,
BC,BC-05,29,,,71,Alive,6/26/2018,,,,,,,
BC,BC-05,31,,,28.9,Alive,6/26/2018,,,,,,,
BC,BC-05,30,,,57.5,Alive,6/26/2018,,,,,,,
BC,BC-05,25,,,57.2,Alive,6/26/2018,,,,,,,From same tree as 32 -SP
BC,BC-05,32,,,38.5,Alive,6/26/2018,,,,,,,From same tree as 25 - SP
BC,BC-05,43,,,24.2,Dead,6/26/2018,,,,,,,
BC,BC-05,33,,,38,Alive,6/26/2018,,,,,,,
BC,BC-05,34,,,49.6,Alive,6/26/2018,,,,,,,
BC,BC-05,35,,,15.5,Alive,6/26/2018,,,,,,,
BC,BC-05,36,,,34.1,Dead,6/26/2018,,,,,,,
BC,BC-05,37,,,9,Alive,6/26/2018,,,,,,,
BC,BC-05,38,,,16.9,Dead,6/26/2018,,,,,,,
BC,BC-05,42,,,48.4,Alive,6/26/2018,,,,,,,
BC,BC-05,41,,,31.8,Alive,6/26/2018,,,,,,,
BC,BC-05,40,,,29.5,Alive,6/26/2018,,,,,,,
BC,BC-05,45,,,29.5,Alive,6/26/2018,,,,,,,
BC,BC-05,46,,,21.2,Alive,6/26/2018,,,,,,,
BC,BC-05,47,,,26.5,Alive,6/26/2018,,,,,,,
BC,BC-05,48,,,11.5,Alive,6/26/2018,,,,,,,
BC,BC-05,49,,,21.4,Alive,6/26/2018,,,,,,,
BC,BC-05,50,,,9.2,Dead,6/26/2018,,,,,,,
BC,BC-05,51,,,7.2,Dead,6/26/2018,,,,,,,
BC,BC-05,52,,,25.6,Alive,6/26/2018,,,,,,,
BC,BC-05,53,,,4.3,Dead,6/26/2018,,,,,,,
BC,BC-05,54,,,12.6,Dead,6/26/2018,,,,,,,
BC,BC-05,55,,,22.9,Alive,6/26/2018,,,,,,,
BC,BC-05,57,,,9.2,Alive,6/26/2018,,,,,,,
BC,BC-05,58,,,7.6,Dead,6/26/2018,,,,,,,
BC,BC-05,56,,,11,Alive,6/26/2018,,,,,,,
BC,BC-05,77,,,33.7,Alive,6/26/2018,,,,,,,
BC,BC-05,61,,,15,Dead,6/26/2018,,,,,,,
BC,BC-05,60,,,14,Dead,6/26/2018,,,,,,,
BC,BC-05,59,,,12.3,Dead,6/26/2018,,,,,,,
BC,BC-05,81,,,40.2,Alive,6/26/2018,,,,,,,
BC,BC-05,80,,,35.1,Alive,6/26/2018,,,,,,,
BC,BC-05,82,,,26.1,Alive,6/26/2018,,,,,,,
BC,BC-05,79,,,31.3,Alive,6/26/2018,,,,,,,
BC,BC-05,78,,,31.7,Alive,6/26/2018,,,,,,,
BC,BC-05,75,,,8.3,Dead,6/26/2018,,,,,,,
BC,BC-05,76,,,5.7,Dead,6/26/2018,,,,,,,
BC,BC-05,74,,,8.5,Dead,6/26/2018,,,,,,,
BC,BC-05,73,,,30.3,Alive,6/26/2018,,,,,,,
BC,BC-05,72,,,25.5,Alive,6/26/2018,,,,,,,
BC,BC-05,71,,,13.4,Dead,6/26/2018,,,,,,,
BC,BC-05,70,,,32.3,Alive,6/26/2018,,,,,,,
BC,BC-05,69,,,9,Dead,6/26/2018,,,,,,,
BC,BC-05,68,,,6.1,Dead,6/26/2018,,,,,,,
BC,BC-05,67,,,48.1,Alive,6/26/2018,,,,,,,
BC,BC-05,66,,,10.1,Dead,6/26/2018,,,,,,,
BC,BC-05,65,,,11.4,Alive,6/26/2018,,,,,,,
BC,BC-05,63,,,29.7,Alive,6/26/2018,,,,,,,
BC,BC-05,64,,,18.5,Alive,6/26/2018,,,,,,,
BC,BC-05,62,,,26.8,Alive,6/26/2018,,,,,,,
BC,BC-05,83,,,13.1,Dead,6/26/2018,,,,,,,
BC,BC-05,84,,,31.5,Alive,6/26/2018,,,,,,,
BC,BC-05,89,,,13.2,Dead,6/26/2018,,,,,,,
BC,BC-05,90,,,13.1,Dead,6/26/2018,,,,,,,
BC,BC-05,91,,,32.7,Alive,6/26/2018,,,,,,,
BC,BC-05,86,,,17,Dead,6/26/2018,,,,,,,
BC,BC-05,85,,,8.7,Dead,6/26/2018,,,,,,,
BC,BC-05,87,,,16,Alive,6/26/2018,,,,,,,
BC,BC-05,88,,,16.3,Dead,6/26/2018,,,,,,,
BC,BC-05,92,,,8.5,Dead,6/26/2018,,,,,,,
BC,BC-05,93,,,33.8,Alive,6/26/2018,,,,,,,
BC,BC-05,94,,,11.2,Dead,6/26/2018,,,,,,,
BC,BC-05,95,,,10.9,Dead,6/26/2018,,,,,,,
BC,BC-05,860,,,29.5,Alive,6/26/2018,,,,,,,
BC,BC-05,859,,,28.3,Alive,6/26/2018,,,,,,,
BC,BC-05,100,,,17.5,Alive,6/26/2018,,,,,,,
BC,BC-05,857,,,18.3,Alive,6/26/2018,,,,,,,
BC,BC-05,858,,,18.9,Dead,6/26/2018,,,,,,,
BC,BC-05,99,,,12.7,Dead,6/26/2018,,,,,,,
BC,BC-05,97,,,13.8,Dead,6/26/2018,,,,,,,
BC,BC-05,96,,,41.2,Alive,6/26/2018,,,,,,,
BC,BC-05,98,,,4.7,Dead,6/26/2018,,,,,,,
BC,BC-05,875,,,35,Alive,6/26/2018,,,,,,,
BC,BC-05,876,,,13.8,Dead,6/26/2018,,,,,,,
BC,BC-05,877,,,24.7,Alive,6/26/2018,,,,,,,
BC,BC-05,878,,,10.3,Dead,6/26/2018,,,,,,,
BC,BC-05,879,,,16,Dead,6/26/2018,,,,,,,
BC,BC-05,880,,,35.9,Alive,6/26/2018,,,,,,,
BC,BC-05,881,,,5.6,Dead,6/26/2018,,,,,,,
BC,BC-05,882,,,25.2,Alive,6/26/2018,,,,,,,
BC,BC-05,883,,,44.5,Alive,6/26/2018,,,,,,,
BC,BC-05,874,,,19.9,Alive,6/26/2018,,,,,,,
BC,BC-05,873,,,30.7,Alive,6/26/2018,,,,,,,
BC,BC-05,872,,,20.9,Alive,6/26/2018,,,,,,,
BC,BC-05,871,,,17.5,Alive,6/26/2018,,,,,,,
BC,BC-05,870,,,4.7,Dead,6/26/2018,,,,,,,
BC,BC-05,869,,,13.9,Dead,6/26/2018,,,,,,,
BC,BC-05,868,,,8.1,Dead,6/26/2018,,,,,,,
BC,BC-05,867,,,9.5,Dead,6/26/2018,,,,,,,
BC,BC-05,863,,,19.4,Dead,6/26/2018,,,,,,,
BC,BC-05,864,,,29.2,Alive,6/26/2018,,,,,,,
BC,BC-05,862,,,8.5,Alive,6/26/2018,,,,,,,
BC,BC-05,861,,,8.5,Dead,6/26/2018,,,,,,,
BC,BC-05,895,,,32,Alive,6/26/2018,,,,,,,
BC,BC-05,896,,,16.3,Alive,6/26/2018,,,,,,,
BC,BC-05,897,,,10.9,Dead,6/26/2018,,,,,,,
BC,BC-05,894,,,14,Dead,6/26/2018,,,,,,,
BC,BC-05,893,,,22,Alive,6/26/2018,,,,,,,
BC,BC-05,892,,,46.8,Alive,6/26/2018,,,,,,,
BC,BC-05,865,,,33.1,Alive,6/26/2018,,,,,,,
BC,BC-05,866,,,33.9,Alive,6/26/2018,,,,,,,
BC,BC-05,890,,,33.1,Alive,6/26/2018,,,,,,,
BC,BC-05,889,,,27.8,Alive,6/26/2018,,,,,,,
BC,BC-05,888,,,4.7,Dead,6/26/2018,,,,,,,
BC,BC-05,884,,,27.1,Dead,6/26/2018,,,,,,,
BC,BC-05,885,,,13.5,Dead,6/26/2018,,,,,,,
BC,BC-05,886,,,16.3,Dead,6/26/2018,,,,,,,
BC,BC-05,887,,,13,Dead,6/26/2018,,,,,,,
BC,BC-12,451,,,89.7,Alive,6/26/2018,,,,,,,
BC,BC-12,452,,,18,Alive,6/26/2018,,,,,,,
BC,BC-12,453,,,24.3,Alive,6/26/2018,,,,,,,
BC,BC-12,454,,,18,Alive,6/26/2018,,,,,,,
BC,BC-12,455,,,45.3,Dead,6/26/2018,,,,,,,
BC,BC-12,456,,,9,Dead,6/26/2018,,,,,,,
BC,BC-12,457,,,8.8,Dead,6/26/2018,,,,,,,
BC,BC-12,458,,,24.4,Dead,6/26/2018,,,,,,,
BC,BC-12,459,,,11.9,Dead,6/26/2018,,,,,,,
BC,BC-12,460,,,22,Dead,6/26/2018,,,,,,,
BC,BC-12,461,,,21.5,Dead,6/26/2018,,,,,,,
BC,BC-12,462,,,28,Dead,6/26/2018,,,,,,,
BC,BC-12,463,,,17.7,Dead,6/26/2018,,,,,,,
BC,BC-12,464,,,45.4,Dead,6/26/2018,,,,,,,
BC,BC-12,465,,,87,Alive,6/26/2018,,,,,,,
BC,BC-12,466,,,4.9,Dead,6/26/2018,,,,,,,
BC,BC-12,467,,,14.8,Dead,6/26/2018,,,,,,,
BC,BC-12,468,,,25.9,Dead,6/26/2018,,,,,,,
BC,BC-12,469,,,25.2,Dead,6/26/2018,,,,,,,
BC,BC-12,470,,,64.8,Dead,6/26/2018,,,,,,,
